10,40,0.08695652335882187
20,40,0.08695652335882187
30,40,0.260869562625885
40,40,0.260869562625885
50,40,0.260869562625885
60,40,0.47826087474823
70,40,0.260869562625885
80,40,0.3913043439388275
90,40,0.30434781312942505
100,40,0.47826087474823
110,40,0.43478259444236755
120,40,0.3478260934352875
130,40,0.3478260934352875
140,40,0.260869562625885
150,40,0.52173912525177
160,40,0.30434781312942505
170,40,0.3913043439388275
180,40,0.30434781312942505
190,40,0.17391304671764374
200,40,0.17391304671764374
210,40,0.260869562625885
220,40,0.30434781312942505
230,40,0.47826087474823
240,40,0.3913043439388275
250,40,0.52173912525177
260,40,0.3478260934352875
